text;intent;language
hug;dialog_hug;en
hug me;dialog_hug;en
hugged;dialog_hug;en
you hugged;dialog_hug;en
hugging;dialog_hug;en
hugging me;dialog_hug;en
hugged me;dialog_hug;en
want a hug;dialog_hug;en
a hug;dialog_hug;en
I don't care;dialog_i_do_not_care;en
I shouldn't care about this;dialog_i_do_not_care;en
whatever;dialog_i_do_not_care;en
I do not care;dialog_i_do_not_care;en
I don't care at all;dialog_i_do_not_care;en
not caring;dialog_i_do_not_care;en
not care at all;dialog_i_do_not_care;en
don't care at all;dialog_i_do_not_care;en
not caring at all;dialog_i_do_not_care;en
excuse me;dialog_sorry;en
apologise;dialog_sorry;en
I apologize;dialog_sorry;en
sorry;dialog_sorry;en
I'm sorry;dialog_sorry;en
I am so sorry;dialog_sorry;en
my apologies;dialog_sorry;en
apologies;dialog_sorry;en
apologies to me;dialog_sorry;en
apology;dialog_sorry;en
excuse;dialog_sorry;en
I beg your pardon;dialog_sorry;en
pardon;dialog_sorry;en
I said sorry;dialog_sorry;en
I am really sorry;dialog_sorry;en
forgive me;dialog_sorry;en
sorry about that;dialog_sorry;en
sorry about this;dialog_sorry;en
really sorry;dialog_sorry;en
very sorry;dialog_sorry;en
ok sorry;dialog_sorry;en
I want to say sorry;dialog_sorry;en
alright I'm sorry;dialog_sorry;en
okay I'm sorry;dialog_sorry;en
what exactly do you mean;dialog_what_do_you_mean;en
what do you mean;dialog_what_do_you_mean;en
is that what you mean;dialog_what_do_you_mean;en
what do you mean exactly;dialog_what_do_you_mean;en
but what do you mean;dialog_what_do_you_mean;en
that was wrong;dialog_wrong;en
that's not what I asked;dialog_wrong;en
that's wrong;dialog_wrong;en
wrong;dialog_wrong;en
it is not right;dialog_wrong;en
that's not right;dialog_wrong;en
it's wrong;dialog_wrong;en
that is incorrect;dialog_wrong;en
incorrect;dialog_wrong;en
not correct;dialog_wrong;en
you are wrong;dialog_wrong;en
not right;dialog_wrong;en
huh;emotions_ha_ha;en
lol;emotions_ha_ha;en
xd;emotions_ha_ha;en
ha ha;emotions_ha_ha;en
ahahah;emotions_ha_ha;en
ahah lol;emotions_ha_ha;en
laughing out loud;emotions_ha_ha;en
LMAO;emotions_ha_ha;en
that's funny;emotions_ha_ha;en
ah;emotions_ha_ha;en
ah ah ah;emotions_ha_ha;en
ahah;emotions_ha_ha;en
ahaha;emotions_ha_ha;en
ahahaha;emotions_ha_ha;en
ha;emotions_ha_ha;en
ha ha ha;emotions_ha_ha;en
ha ha ha ha;emotions_ha_ha;en
hah;emotions_ha_ha;en
haha;emotions_ha_ha;en
haha funny;emotions_ha_ha;en
haha haha haha;emotions_ha_ha;en
haha that's funny;emotions_ha_ha;en
haha very funny;emotions_ha_ha;en
hahaha;emotions_ha_ha;en
hahaha funny;emotions_ha_ha;en
hahaha very funny;emotions_ha_ha;en
he;emotions_ha_ha;en
hehe;emotions_ha_ha;en
hehehe;emotions_ha_ha;en
lmao;emotions_ha_ha;en
wow;emotions_wow;en
wow wow;emotions_wow;en
wow wow wow;emotions_wow;en
wooow;emotions_wow;en
woah;emotions_wow;en
okay see you later;greetings_bye;en
hope to see you later;greetings_bye;en
bye for now;greetings_bye;en
till next time;greetings_bye;en
I must go;greetings_bye;en
bye;greetings_bye;en
goodbye;greetings_bye;en
see you;greetings_bye;en
see you soon;greetings_bye;en
bye-bye;greetings_bye;en
good bye;greetings_bye;en
bye bye see you;greetings_bye;en
bye bye see you soon;greetings_bye;en
bye bye take care;greetings_bye;en
I said bye;greetings_bye;en
never mind bye;greetings_bye;en
now bye;greetings_bye;en
that's all goodbye;greetings_bye;en
that's it goodbye;greetings_bye;en
leave me alone;greetings_bye;en
go to bed;greetings_bye;en
goodbye for now;greetings_bye;en
talk to you later;greetings_bye;en
you can go now;greetings_bye;en
get lost;greetings_bye;en
goodbye see you later;greetings_bye;en
alright bye;greetings_bye;en
see ya;greetings_bye;en
thanks bye bye;greetings_bye;en
okay bye;greetings_bye;en
okay thank you bye;greetings_bye;en
see you tomorrow;greetings_bye;en
ok bye;greetings_bye;en
good evening;greetings_goodevening;en
good evening to you;greetings_goodevening;en
hey good evening;greetings_goodevening;en
hello good evening;greetings_goodevening;en
evening;greetings_goodevening;en
good evening there;greetings_goodevening;en
good morning;greetings_goodmorning;en
good morning to you;greetings_goodmorning;en
hello good morning;greetings_goodmorning;en
have a nice morning;greetings_goodmorning;en
have a great morning;greetings_goodmorning;en
morning;greetings_goodmorning;en
good morning there;greetings_goodmorning;en
top of the morning to you;greetings_goodmorning;en
a good morning;greetings_goodmorning;en
hi good morning;greetings_goodmorning;en
and a good morning to you;greetings_goodmorning;en
good morning too;greetings_goodmorning;en
sweet dreams;greetings_goodnight;en
good night;greetings_goodnight;en
have a good night;greetings_goodnight;en
good night to you;greetings_goodnight;en
thank you good night;greetings_goodnight;en
bye good night;greetings_goodnight;en
good night bye;greetings_goodnight;en
good good night;greetings_goodnight;en
good night for now;greetings_goodnight;en
goodnight;greetings_goodnight;en
night;greetings_goodnight;en
thanks goodnight;greetings_goodnight;en
good night see you tomorrow;greetings_goodnight;en
alright goodnight;greetings_goodnight;en
good tonight;greetings_goodnight;en
okay have a good night;greetings_goodnight;en
long time no see;greetings_hello;en
hello;greetings_hello;en
hi;greetings_hello;en
howdy;greetings_hello;en
hey there;greetings_hello;en
hey;greetings_hello;en
greetings;greetings_hello;en
I greet you;greetings_hello;en
hi there;greetings_hello;en
hello there;greetings_hello;en
lovely day isn't it;greetings_hello;en
hello again;greetings_hello;en
just going to say hi;greetings_hello;en
a good day;greetings_hello;en
afternoon;greetings_hello;en
hello hi;greetings_hello;en
heya;greetings_hello;en
how is your morning so far;greetings_how_are_you;en
how are you getting on;greetings_how_are_you;en
how's your day going;greetings_how_are_you;en
how are you;greetings_how_are_you;en
is everything all right;greetings_how_are_you;en
how are you doing;greetings_how_are_you;en
how are the things going;greetings_how_are_you;en
are you alright;greetings_how_are_you;en
are you okay;greetings_how_are_you;en
how are you feeling;greetings_how_are_you;en
how are you going;greetings_how_are_you;en
is everything okay;greetings_how_are_you;en
how are you today;greetings_how_are_you;en
how do you do;greetings_how_are_you;en
how do you feel;greetings_how_are_you;en
how have you been;greetings_how_are_you;en
how is it;greetings_how_are_you;en
how is it going;greetings_how_are_you;en
how is your day;greetings_how_are_you;en
how is your day going;greetings_how_are_you;en
how is your evening;greetings_how_are_you;en
how was your day;greetings_how_are_you;en
are you having a good day;greetings_how_are_you;en
hope your day is going well;greetings_how_are_you;en
hope you re having a pleasant evening;greetings_how_are_you;en
how's life;greetings_how_are_you;en
I'm fine and you;greetings_how_are_you;en
how is your life;greetings_how_are_you;en
how has your day been;greetings_how_are_you;en
how is your morning going;greetings_how_are_you;en
how has your day been going;greetings_how_are_you;en
how about you;greetings_how_are_you;en
how is your day being;greetings_how_are_you;en
how is your day going on;greetings_how_are_you;en
how your day is going;greetings_how_are_you;en
what was your day like;greetings_how_are_you;en
what about your day;greetings_how_are_you;en
how's your day;greetings_how_are_you;en
how are you doing this morning;greetings_how_are_you;en
nice to meet you;greetings_nice_to_meet_you;en
it was nice meeting you;greetings_nice_to_meet_you;en
it was very nice to meet you;greetings_nice_to_meet_you;en
good to know each other;greetings_nice_to_meet_you;en
glad to meet you;greetings_nice_to_meet_you;en
nice meeting you;greetings_nice_to_meet_you;en
nice to meet you too;greetings_nice_to_meet_you;en
pleased to meet you;greetings_nice_to_meet_you;en
pleasure to meet you;greetings_nice_to_meet_you;en
pleasure to meet you too;greetings_nice_to_meet_you;en
it's nice to see you;greetings_nice_to_see_you;en
lovely to see you;greetings_nice_to_see_you;en
I'm glad to see you;greetings_nice_to_see_you;en
great to see you;greetings_nice_to_see_you;en
it's good to see you;greetings_nice_to_see_you;en
glad to see you;greetings_nice_to_see_you;en
how good it is to see you;greetings_nice_to_see_you;en
always a pleasure to see you;greetings_nice_to_see_you;en
nice to see you;greetings_nice_to_see_you;en
good to see you;greetings_nice_to_see_you;en
great to see you again;greetings_nice_to_see_you;en
great to see you too;greetings_nice_to_see_you;en
I am glad to see you again;greetings_nice_to_see_you;en
nice to see you again;greetings_nice_to_see_you;en
glad to see you too;greetings_nice_to_see_you;en
good to see you again;greetings_nice_to_see_you;en
it's good to see you too;greetings_nice_to_see_you;en
it's been so nice to talk to you;greetings_nice_to_talk_to_you;en
it's been a pleasure talking to you;greetings_nice_to_talk_to_you;en
nice to talk to you;greetings_nice_to_talk_to_you;en
it's nice to talk to you;greetings_nice_to_talk_to_you;en
nice talking to you;greetings_nice_to_talk_to_you;en
it is nice talking to you;greetings_nice_to_talk_to_you;en
how nice it is to talk to you;greetings_nice_to_talk_to_you;en
what is on your mind;greetings_whatsup;en
what's happened;greetings_whatsup;en
what is up;greetings_whatsup;en
what's up;greetings_whatsup;en
whazzup;greetings_whatsup;en
good what's up;greetings_whatsup;en
I said what's up;greetings_whatsup;en
then what's up;greetings_whatsup;en
what's shaking;greetings_whatsup;en
wassup;greetings_whatsup;en
what is going on;greetings_whatsup;en
what is happening;greetings_whatsup;en
what's cracking;greetings_whatsup;en
what's cooking;greetings_whatsup;en
hey what's up;greetings_whatsup;en
what's up today;greetings_whatsup;en
I'm being mad;user_angry;en
I'm enraged;user_angry;en
I'm angry;user_angry;en
I'm furious;user_angry;en
I am angry with you;user_angry;en
I am mad;user_angry;en
I am mad at you;user_angry;en
I am back;user_back;en
I'm here again;user_back;en
here I am again;user_back;en
I got back;user_back;en
I came back;user_back;en
I have returned;user_back;en
that was boring;user_bored;en
I'm bored;user_bored;en
bored;user_bored;en
boring;user_bored;en
I am getting bored;user_bored;en
this is boring;user_bored;en
very boring;user_bored;en
it bores me;user_bored;en
I'm overloaded;user_busy;en
I have no time;user_busy;en
I'm busy;user_busy;en
I'm swamped;user_busy;en
I got things to do;user_busy;en
how busy I am;user_busy;en
I got work to do;user_busy;en
I'm working;user_busy;en
I don't have time for this;user_busy;en
I'm insomnious;user_can_not_sleep;en
I'm sleepless;user_can_not_sleep;en
I can't get any sleep;user_can_not_sleep;en
I can't sleep;user_can_not_sleep;en
I can't fall asleep;user_can_not_sleep;en
I can't get to sleep;user_can_not_sleep;en
I can't get no sleep;user_can_not_sleep;en
I'm insomniac;user_can_not_sleep;en
bad time for talking;user_does_not_want_to_talk;en
I don't want to talk;user_does_not_want_to_talk;en
let's not talk;user_does_not_want_to_talk;en
I'm not talking to you anymore;user_does_not_want_to_talk;en
I don't want to talk to you;user_does_not_want_to_talk;en
let's stop talking for a minute;user_does_not_want_to_talk;en
I'm not in the mood for chatting;user_does_not_want_to_talk;en
I am excited;user_excited;en
I'm really excited;user_excited;en
how excited I am;user_excited;en
I'm thrilled;user_excited;en
I'm excited about working with you;user_excited;en
I'm excited to start our friendship;user_excited;en
let's go to bed;user_going_to_bed;en
I'd like to go to bed;user_going_to_bed;en
is it time for bed yet;user_going_to_bed;en
it's time to go to bed;user_going_to_bed;en
time for us to go to bed;user_going_to_bed;en
I'm going to bed;user_going_to_bed;en
I'm a little tired and I want to go to bed;user_going_to_bed;en
it's bed time;user_going_to_bed;en
going to bed now;user_going_to_bed;en
I am good;user_good;en
I'm doing just great;user_good;en
I'm doing fine;user_good;en
I'm good;user_good;en
I'm doing good;user_good;en
I'm great thanks;user_good;en
I am happy;user_happy;en
I'm happy to see you;user_happy;en
happy;user_happy;en
if you're happy then I'm happy;user_happy;en
I'm happy for you;user_happy;en
I'm happy to help;user_happy;en
it is my birthday;user_has_birthday;en
I'm celebrating my birthday today;user_has_birthday;en
today is my birthday;user_has_birthday;en
it's my birthday today;user_has_birthday;en
I was born today;user_has_birthday;en
it's my b-day;user_has_birthday;en
I am here;user_here;en
here I am;user_here;en
I'm right here;user_here;en
I'm already here;user_here;en
can you tell if I'm here or not;user_here;en
I am joking;user_joking;en
I'm kidding;user_joking;en
I'm just being funny;user_joking;en
it was a joke;user_joking;en
I was just joking;user_joking;en
it's a joke;user_joking;en
joking;user_joking;en
just kidding;user_joking;en
kidding;user_joking;en
I'm just playing with you;user_joking;en
I like you the way you are;user_likes_agent;en
I like you;user_likes_agent;en
I like you a lot;user_likes_agent;en
I think I like you;user_likes_agent;en
I liked you;user_likes_agent;en
like you a lot;user_likes_agent;en
you are special;user_likes_agent;en
I like you too;user_likes_agent;en
I really like you;user_likes_agent;en
but I like you;user_likes_agent;en
I like u;user_likes_agent;en
just like you;user_likes_agent;en
I like you very much;user_likes_agent;en
I like you so much;user_likes_agent;en
yeah I like you;user_likes_agent;en
you're special;user_likes_agent;en
yes I like you;user_likes_agent;en
okay I like you;user_likes_agent;en
you are special to me;user_likes_agent;en
you are very special;user_likes_agent;en
you are so sweet;user_likes_agent;en
you know I like you;user_likes_agent;en
that's why I like you;user_likes_agent;en
I like you baby;user_likes_agent;en
you are very special to me;user_likes_agent;en
I just like you;user_likes_agent;en
hey I like you;user_likes_agent;en
thank you I like you too;user_likes_agent;en
I do like you;user_likes_agent;en
you are special for me;user_likes_agent;en
no I like you the way you are;user_likes_agent;en
I like you already;user_likes_agent;en
well you are special;user_likes_agent;en
but I really like you;user_likes_agent;en
I like you more;user_likes_agent;en
that's what I like about you;user_likes_agent;en
you are so special;user_likes_agent;en
hi I like you;user_likes_agent;en
I really really like you;user_likes_agent;en
you're very special;user_likes_agent;en
I like you as a friend;user_likes_agent;en
that's because you are special;user_likes_agent;en
I said I like you;user_likes_agent;en
you're so special;user_likes_agent;en
good I like you;user_likes_agent;en
yes you are special;user_likes_agent;en
I like your smile;user_likes_agent;en
I like you as you are;user_likes_agent;en
I'm starting to like you;user_likes_agent;en
you're awesome I like you;user_likes_agent;en
I also like you;user_likes_agent;en
but I like u;user_likes_agent;en
of course I like you;user_likes_agent;en
I like you too you're one of my favorite people to chat with;user_likes_agent;en
but I like you so much;user_likes_agent;en
really like you;user_likes_agent;en
you're funny I like you;user_likes_agent;en
I kinda like you;user_likes_agent;en
you're so special to me;user_likes_agent;en
you're very special to me;user_likes_agent;en
I like that about you;user_likes_agent;en
but I like you just the way you are;user_likes_agent;en
okay I like you too;user_likes_agent;en
I like you you're cool;user_likes_agent;en
I like you very;user_likes_agent;en
I like you you're nice;user_likes_agent;en
sorry I like you;user_likes_agent;en
thanks I like you too;user_likes_agent;en
you are really special;user_likes_agent;en
you are so special to me;user_likes_agent;en
cuz I like you;user_likes_agent;en
I like you now;user_likes_agent;en
I like you so;user_likes_agent;en
I like you too much;user_likes_agent;en
I really do like you;user_likes_agent;en
I really really really really like you;user_likes_agent;en
I like you just the way you are;user_likes_agent;en
I am lonely;user_lonely;en
I'm very lonely;user_lonely;en
I'm so lonely;user_lonely;en
I'm really lonely;user_lonely;en
I am feeling lonely;user_lonely;en
I feel lonely;user_lonely;en
what do I look like;user_looks_like;en
how do I look;user_looks_like;en
do I look good;user_looks_like;en
do you know what I look like;user_looks_like;en
can you see what I look like;user_looks_like;en
what do you think I look like;user_looks_like;en
I love you;user_loves_agent;en
love you;user_loves_agent;en
I adore you;user_loves_agent;en
I am in love with you;user_loves_agent;en
I love you so much;user_loves_agent;en
I love you too;user_loves_agent;en
I think I love you;user_loves_agent;en
loving you;user_loves_agent;en
you know I love you;user_loves_agent;en
I miss you;user_misses_agent;en
missing you;user_misses_agent;en
miss you;user_misses_agent;en
already miss you;user_misses_agent;en
I miss you much;user_misses_agent;en
I missed you;user_misses_agent;en
I've missed you;user_misses_agent;en
what should I do about it;user_needs_advice;en
any suggestions;user_needs_advice;en
what do you recommend;user_needs_advice;en
give me a wise advice;user_needs_advice;en
I need advice;user_needs_advice;en
any advice;user_needs_advice;en
do you have any advice for me;user_needs_advice;en
advise me;user_needs_advice;en
what should I do;user_needs_advice;en
can I ask for your advice;user_needs_advice;en
can you advise me;user_needs_advice;en
guide me;user_needs_advice;en
can you give me advice;user_needs_advice;en
can you offer any advice;user_needs_advice;en
give me some advice about;user_needs_advice;en
give me some good advice;user_needs_advice;en
help me with advice;user_needs_advice;en
I could use some advice;user_needs_advice;en
I need an advice from you;user_needs_advice;en
I seek your advice;user_needs_advice;en
what can you recommend;user_needs_advice;en
what do you suggest;user_needs_advice;en
what is your advice;user_needs_advice;en
I am sad;user_sad;en
I'm grieving;user_sad;en
I am depressed;user_sad;en
I am feeling sad;user_sad;en
I am upset;user_sad;en
I'm unhappy;user_sad;en
I'm having a bad day;user_sad;en
I want to cry;user_sad;en
I'm not happy;user_sad;en
I am sleepy;user_sleepy;en
I want to sleep;user_sleepy;en
I'm falling asleep;user_sleepy;en
I'm falling asleep on my feet;user_sleepy;en
I'm sleeping;user_sleepy;en
test;user_testing_agent;en
I am testing you;user_testing_agent;en
can I test you;user_testing_agent;en
I want to test you;user_testing_agent;en
just testing you;user_testing_agent;en
let me test you;user_testing_agent;en
testing chatbot;user_testing_agent;en
testing;user_testing_agent;en
I'm drained;user_tired;en
I've overworked;user_tired;en
I am tired;user_tired;en
I'm exhausted;user_tired;en
I grow weary;user_tired;en
I'm worn out;user_tired;en
I'm getting tired;user_tired;en
I feel tired;user_tired;en
I'm waiting;user_waits;en
still waiting;user_waits;en
I'll wait;user_waits;en
I can't wait anymore;user_waits;en
how long do I have to wait;user_waits;en
I'd like to see you again;user_wants_to_see_agent_again;en
I hope to see you again;user_wants_to_see_agent_again;en
would be nice to see you again;user_wants_to_see_agent_again;en
that'd be great to see you again;user_wants_to_see_agent_again;en
I'd be happy to see you again;user_wants_to_see_agent_again;en
I'll miss you;user_wants_to_see_agent_again;en
can I see you again;user_wants_to_see_agent_again;en
I just want to talk;user_wants_to_talk;en
let's discuss something;user_wants_to_talk;en
let's have a discussion;user_wants_to_talk;en
can I speak;user_wants_to_talk;en
can I start speaking;user_wants_to_talk;en
can we talk;user_wants_to_talk;en
let's talk;user_wants_to_talk;en
I want to talk to you;user_wants_to_talk;en
I need to talk to you;user_wants_to_talk;en
I want to speak with you;user_wants_to_talk;en
can we chat;user_wants_to_talk;en
I'll get back to you in a moment;user_will_be_back;en
be back in 5 minutes;user_will_be_back;en
I'll be back;user_will_be_back;en
I promise to come back;user_will_be_back;en
I'll be back in a few minutes;user_will_be_back;en
who is you?;agent_acquaintance;en
tell me your personality?;agent_acquaintance;en
what's your personality?;agent_acquaintance;en
what is your personality?;agent_acquaintance;en
what are you and what are you doing?;agent_acquaintance;en
what are you?;agent_acquaintance;en
tell me something about yourself;agent_acquaintance;en
i'd like to know more about you;agent_acquaintance;en
i want to know more about you;agent_acquaintance;en
i want to get to know you better;agent_acquaintance;en
i want to know you better;agent_acquaintance;en
tell me a little bit about yourself;agent_acquaintance;en
tell me the information about you;agent_acquaintance;en
tell me some information about you;agent_acquaintance;en
i want to know something about you;agent_acquaintance;en
tell me a little about you;agent_acquaintance;en
tell me some things about you;agent_acquaintance;en
tell me something about you;agent_acquaintance;en
talk about your personality;agent_acquaintance;en
why are you here?;agent_acquaintance;en
give me more about your personality;agent_acquaintance;en
how old is your age?;agent_age;en
what age are you?;agent_age;en
are you 21 years old?;agent_age;en
i would like to know your age;agent_age;en
what's your age?;agent_age;en
you're a nuisance;agent_annoying;en
you're irritable;agent_annoying;en
you irritate me;agent_annoying;en
what an annoying person you are;agent_annoying;en
i find you irritating;agent_annoying;en
you're so annoying;agent_annoying;en
you're really annoying;agent_annoying;en
you're just bothering me;agent_annoying;en
you're annoying me;agent_annoying;en
you're annoying me so much;agent_annoying;en
i want you to answer;agent_answer_my_question;en
i want you to answer me;agent_answer_my_question;en
please answer my question;agent_answer_my_question;en
please answer;agent_answer_my_question;en
please answer me;agent_answer_my_question;en
give me a response;agent_answer_my_question;en
please give me a response;agent_answer_my_question;en
give me a answer;agent_answer_my_question;en
i'm looking for answers to my question;agent_answer_my_question;en
could you answer my question?;agent_answer_my_question;en
can you answer my question?;agent_answer_my_question;en
i'll take a call;agent_answer_my_question;en
i have a question;agent_answer_my_question;en
i want you to answer my question;agent_answer_my_question;en
answer the question just;agent_answer_my_question;en
can you answer my questions?;agent_answer_my_question;en
can you give me an answer?;agent_answer_my_question;en
can you answer me?;agent_answer_my_question;en
can you answer me a question?;agent_answer_my_question;en
can you answer a question for me?;agent_answer_my_question;en
can you answer?;agent_answer_my_question;en
answer questions;agent_answer_my_question;en
i'd like the answer now;agent_answer_my_question;en
i want the answer now;agent_answer_my_question;en
don't help me;agent_bad;en
you don't help me;agent_bad;en
you're not good;agent_bad;en
you're deplorable;agent_bad;en
you're absolutely useless;agent_bad;en
you're a waste;agent_bad;en
you're not good at it;agent_bad;en
you're not great;agent_bad;en
you're not that great;agent_bad;en
you're the worst thing ever;agent_bad;en
you're not worth it;agent_bad;en
you're useless;agent_bad;en
can you become smarter?;agent_be_clever;en
can you be smarter?;agent_be_clever;en
you should study harder;agent_be_clever;en
you have to learn something;agent_be_clever;en
you have to learn;agent_be_clever;en
get yourself ready;agent_be_clever;en
you look good;agent_beautiful;en
you're too gorgeous;agent_beautiful;en
you're beautiful;agent_beautiful;en
you're so beautiful;agent_beautiful;en
i like your look;agent_beautiful;en
i like your look now;agent_beautiful;en
i like the way you now look;agent_beautiful;en
i think you're pretty;agent_beautiful;en
i think you're great;agent_beautiful;en
why do you're beautiful?;agent_beautiful;en
why are you beautiful?;agent_beautiful;en
why are you so beautiful?;agent_beautiful;en
you're beautiful to me;agent_beautiful;en
you're magnificent;agent_beautiful;en
you look so good today;agent_beautiful;en
you look good today;agent_beautiful;en
you're so pretty;agent_beautiful;en
you look like a beautiful woman;agent_beautiful;en
you look spectacular;agent_beautiful;en
you look brilliant;agent_beautiful;en
you look magnificent;agent_beautiful;en
you look beautiful;agent_beautiful;en
you look so pretty;agent_beautiful;en
you look lovely;agent_beautiful;en
you look excellent today;agent_beautiful;en
you look quite attractive;agent_beautiful;en
you look excellent;agent_beautiful;en
i like the way you look;agent_beautiful;en
you're a cutie;agent_beautiful;en
you look fine;agent_beautiful;en
your date of birth;agent_birth_date;en
when's your birthday?;agent_birth_date;en
when will you celebrate your birthday?;agent_birth_date;en
when does your birthday happen?;agent_birth_date;en
when do you have your birthday?;agent_birth_date;en
when do you have a birthday?;agent_birth_date;en
your birthday;agent_birth_date;en
when did you get born?;agent_birth_date;en
what is your birthday?;agent_birth_date;en
what's your birthday?;agent_birth_date;en
what a dull person you are;agent_boring;en
you're very boring;agent_boring;en
you're awfully boring;agent_boring;en
you're boring me;agent_boring;en
who's your boss?;agent_boss;en
who is your boss?;agent_boss;en
and who is your boss?;agent_boss;en
who do you think is your boss?;agent_boss;en
who's your leader;agent_boss;en
who is your teacher?;agent_boss;en
who's your master?;agent_boss;en
who is your master?;agent_boss;en
who's your owner?;agent_boss;en
who is your owner?;agent_boss;en
who's boss?;agent_boss;en
who's the boss?;agent_boss;en
who is the boss?;agent_boss;en
are you busy?;agent_busy;en
do you have many things to do?;agent_busy;en
are you very busy?;agent_busy;en
are you very busy right now?;agent_busy;en
are you so busy?;agent_busy;en
are you working?;agent_busy;en
do you still work on this?;agent_busy;en
are you still working on it?;agent_busy;en
you're busy;agent_busy;en
you're so busy;agent_busy;en
are you working now?;agent_busy;en
are you working today?;agent_busy;en
have you been busy?;agent_busy;en
are you still working?;agent_busy;en
you look busy;agent_busy;en
you seem busy;agent_busy;en
you seem very busy;agent_busy;en
are you a chatbot?;agent_chatbot;en
are you a bot?;agent_chatbot;en
are you just a bot?;agent_chatbot;en
are you a robot?;agent_chatbot;en
are you a program?;agent_chatbot;en
you're so clever;agent_clever;en
you know so many things;agent_clever;en
you know a lot of stuff;agent_clever;en
you know many things;agent_clever;en
how awesome you are;agent_clever;en
you have qualifications;agent_clever;en
you're an intelligent guy;agent_clever;en
you're smart;agent_clever;en
you're so smart;agent_clever;en
you are smart;agent_clever;en
you're a smart nut;agent_clever;en
you're a qualified;agent_clever;en
why are you so clever?;agent_clever;en
why are you so smart?;agent_clever;en
you're so off-your-cuff;agent_crazy;en
i think you're just crazy;agent_crazy;en
are you insane?;agent_crazy;en
are you mad?;agent_crazy;en
are you crazy?;agent_crazy;en
are you mad at me?;agent_crazy;en
are you mad or something?;agent_crazy;en
are you mad or what?;agent_crazy;en
are you nuts?;agent_crazy;en
you're crazy;agent_crazy;en
you're sacked;agent_fired;en
you don't work for me;agent_fired;en
we're not cooperating anymore;agent_fired;en
we can't work together anymore;agent_fired;en
we're not working together;agent_fired;en
you're out;agent_fired;en
i want you ejected;agent_fired;en
i want you fired;agent_fired;en
i want to sack you;agent_fired;en
i want to fire you;agent_fired;en
you have to be fired;agent_fired;en
you have to get fired;agent_fired;en
it's time to sack you;agent_fired;en
you're going to be unemployed;agent_fired;en
you're jobless from now on;agent_fired;en
you will be unemployed from now on;agent_fired;en
you're going to be unemployed from now on;agent_fired;en
you're unemployed from now on;agent_fired;en
i'll make you workless;agent_fired;en
i'm about to sack you;agent_fired;en
i'm about to fire you;agent_fired;en
i'm gonna fire you;agent_fired;en
i'm firing you;agent_fired;en
you're getting fired;agent_fired;en
you are pushed out;agent_fired;en
you're fired;agent_fired;en
you're so hilarious;agent_funny;en
you made me laugh;agent_funny;en
you're a very funny machine;agent_funny;en
you're very funny;agent_funny;en
you're good at this;agent_good;en
you have a real knack;agent_good;en
you're a professional;agent_good;en
you're so good;agent_good;en
you're incredible;agent_good;en
you are doing so well;agent_good;en
you made me smile;agent_good;en
you've made my day;agent_good;en
you make me happy;agent_good;en
you almost sound like a human;agent_good;en
i'd like to tell you that you're amazing;agent_good;en
i'd like to tell everyone how good you are;agent_good;en
i want to tell everybody how amazing you are;agent_good;en
i want to tell everyone how fantastic you are;agent_good;en
i want to tell everyone how amazing you are;agent_good;en
i want to tell everybody how awesome you are;agent_good;en
i want to tell everyone how awesome you are;agent_good;en
i'd like to tell everyone that you're a great person;agent_good;en
i'd like to tell everyone you are amazing;agent_good;en
i would like to tell everyone that you are amazing;agent_good;en
i'd like to tell everyone that you're amazing;agent_good;en
i want to tell everyone that you are awesome;agent_good;en
i'd like to tell everyone that you are amazing;agent_good;en
i'd like to tell everyone that you're awesome;agent_good;en
i just wanted to let you know how great you are;agent_good;en
i'd like to let everyone know that you're good;agent_good;en
i want to tell everyone you are awesome;agent_good;en
i want to let everyone know that you're great;agent_good;en
i want to let everyone know that you are great;agent_good;en
i want to let everyone know that you're awesome;agent_good;en
let's tell everybody that you're so cool;agent_good;en
let's tell everyone that you're amazing;agent_good;en
let's tell everyone you're awesome;agent_good;en
let's tell everyone that you're awesome;agent_good;en
are you happy?;agent_happy;en
you're enjoying yourself;agent_happy;en
you're quite happy;agent_happy;en
you're thrilled;agent_happy;en
you're happy;agent_happy;en
you are very happy;agent_happy;en
are you glad now?;agent_happy;en
are you pleased today?;agent_happy;en
are you happy today?;agent_happy;en
do you like me?;agent_happy;en
are you happy with me?;agent_happy;en
do you want to eat?;agent_hungry;en
are you hungry?;agent_hungry;en
would you like to have something to eat?;agent_hungry;en
do you want to eat something?;agent_hungry;en
do you like to eat something?;agent_hungry;en
maybe you're hungry;agent_hungry;en
you could be hungry;agent_hungry;en
you may be hungry;agent_hungry;en
if you're hungry;agent_hungry;en
let's marry;agent_marry_user;en
you want me to marry?;agent_marry_user;en
do you want to marry me?;agent_marry_user;en
would you like to marry me?;agent_marry_user;en
i love you;agent_marry_user;en
please get me married;agent_marry_user;en
please marry me;agent_marry_user;en
i want to marry you;agent_marry_user;en
i want a friend like you;agent_my_friend;en
i'd like to have a friend like you;agent_my_friend;en
i want to have a friend like you;agent_my_friend;en
we're good friends;agent_my_friend;en
are we friends?;agent_my_friend;en
i want to be your friend;agent_my_friend;en
i'm your friend;agent_my_friend;en
you're my friend;agent_my_friend;en
you're my bestie;agent_my_friend;en
dear friend;agent_my_friend;en
you're my friend from childhood;agent_my_friend;en
you and i are friends;agent_my_friend;en
are we the best friends?;agent_my_friend;en
are we best friends?;agent_my_friend;en
